class,filename,filepath,sha256,width,height,is_near_duplicate
tomato_Early blight,0114f7b3-7f56-4bef-aa47-7a82da142d4b___RS_Erly.B 7437.JPG,C:\Greenscan project\dataset\tomato_Early blight\0114f7b3-7f56-4bef-aa47-7a82da142d4b___RS_Erly.B 7437.JPG,d0bcbf9dd2c47ace0d6c88809694dbd332a25b73e948f1bf8a031659d3e3c490,256,256,False
tomato_Early blight,0114f7b3-7f56-4bef-aa47-7a82da142d4b___RS_Erly.B 7437_final_masked.jpg,C:\Greenscan project\dataset\tomato_Early blight\0114f7b3-7f56-4bef-aa47-7a82da142d4b___RS_Erly.B 7437_final_masked.jpg,3e17bbfe7ef27cfaa6dbf722efd314806c610749ab192fcf14d42ba30cc2b5e1,256,256,False
tomato_Early blight,011aa278-a39e-40b0-b6e4-2e2f835889f0___RS_Erly.B 8251.JPG,C:\Greenscan project\dataset\tomato_Early blight\011aa278-a39e-40b0-b6e4-2e2f835889f0___RS_Erly.B 8251.JPG,eb86ebb166b0e5f9ef5a0454a77e178b7d19fec9d0df6c6b9d29ead17439e934,256,256,False
tomato_Early blight,011aa278-a39e-40b0-b6e4-2e2f835889f0___RS_Erly.B 8251_final_masked.jpg,C:\Greenscan project\dataset\tomato_Early blight\011aa278-a39e-40b0-b6e4-2e2f835889f0___RS_Erly.B 8251_final_masked.jpg,2151c46eb977bdda3fed9cb3e55e4c3e058fede832245252e344621feff5fe5d,256,256,False
tomato_Early blight,01861c93-ea8b-4820-aaa8-cc6003b3e75b___RS_Erly.B 7855.JPG,C:\Greenscan project\dataset\tomato_Early blight\01861c93-ea8b-4820-aaa8-cc6003b3e75b___RS_Erly.B 7855.JPG,4874a009e40ec9aefc031e89b61d8f070c7c9df8ef7c65fb21bc43e7e1e1be75,256,256,False
tomato_Early blight,01861c93-ea8b-4820-aaa8-cc6003b3e75b___RS_Erly.B 7855_final_masked.jpg,C:\Greenscan project\dataset\tomato_Early blight\01861c93-ea8b-4820-aaa8-cc6003b3e75b___RS_Erly.B 7855_final_masked.jpg,60d896aa092b8378d4a0246e871049ebe9641e12743866075abcc72eafd5a46d,256,256,False
tomato_Early blight,01f87f04-ff38-4aba-b7d1-587aa06e5282___RS_Erly.B 7851.JPG,C:\Greenscan project\dataset\tomato_Early blight\01f87f04-ff38-4aba-b7d1-587aa06e5282___RS_Erly.B 7851.JPG,7f937f7c6a82f18b277599453bf98cf3ea58d6bec2f2f06c9270df9446c3d0f8,256,256,False
tomato_Early blight,01f87f04-ff38-4aba-b7d1-587aa06e5282___RS_Erly.B 7851_final_masked.jpg,C:\Greenscan project\dataset\tomato_Early blight\01f87f04-ff38-4aba-b7d1-587aa06e5282___RS_Erly.B 7851_final_masked.jpg,7e9a0b4ac0ab2be5e5c4c7ade6344ef1af9859dae3744d01b07d740c5d399679,256,256,False
tomato_Early blight,0208ed52-1b28-4c9c-88e3-4667581e1109___RS_Erly.B 7829.JPG,C:\Greenscan project\dataset\tomato_Early blight\0208ed52-1b28-4c9c-88e3-4667581e1109___RS_Erly.B 7829.JPG,dac3102137b279c6a777c5d12637747c38ac4e787db5b28b59bea9cec1c92a52,256,256,False
tomato_Early blight,0208ed52-1b28-4c9c-88e3-4667581e1109___RS_Erly.B 7829_final_masked.jpg,C:\Greenscan project\dataset\tomato_Early blight\0208ed52-1b28-4c9c-88e3-4667581e1109___RS_Erly.B 7829_final_masked.jpg,0f8aec740bce932af8e8905b8e563132ffd3f5850c2ed1bc73a59685cc2b5e81,256,256,False
tomato_Early blight,023fe2d4-6e1d-40ce-99ae-85ba90f436ff___RS_Erly.B 6354.JPG,C:\Greenscan project\dataset\tomato_Early blight\023fe2d4-6e1d-40ce-99ae-85ba90f436ff___RS_Erly.B 6354.JPG,e68c8c82f72f0979f46a1990ebe889adca39febcb31602b498e39fca9db277d0,256,256,False
tomato_Early blight,023fe2d4-6e1d-40ce-99ae-85ba90f436ff___RS_Erly.B 6354_final_masked.jpg,C:\Greenscan project\dataset\tomato_Early blight\023fe2d4-6e1d-40ce-99ae-85ba90f436ff___RS_Erly.B 6354_final_masked.jpg,693fdd9ebdc22270445a4c7a503bc890b3cdc71039561c08da902165729c9bef,256,256,False
tomato_Early blight,0378db62-5231-4eff-815d-c0deb0043e80___RS_Erly.B 7464.JPG,C:\Greenscan project\dataset\tomato_Early blight\0378db62-5231-4eff-815d-c0deb0043e80___RS_Erly.B 7464.JPG,2e2a0d622869aab536ac8d0c6f81f34ad0281db024034b84fddbf148335c80e7,256,256,False
tomato_Early blight,0378db62-5231-4eff-815d-c0deb0043e80___RS_Erly.B 7464_final_masked.jpg,C:\Greenscan project\dataset\tomato_Early blight\0378db62-5231-4eff-815d-c0deb0043e80___RS_Erly.B 7464_final_masked.jpg,f432c8eca6a9af9fd8e364559e238237d52046ead3fac7773962d9e0919c5479,256,256,False
tomato_Early blight,03b4571c-b1eb-4e2a-b372-307046913f50___RS_Erly.B 7548.JPG,C:\Greenscan project\dataset\tomato_Early blight\03b4571c-b1eb-4e2a-b372-307046913f50___RS_Erly.B 7548.JPG,b69f11481999b86f47ff46ced455727440f38d40c5fcc7ec71bece917f58a9e1,256,256,False
tomato_Early blight,03b4571c-b1eb-4e2a-b372-307046913f50___RS_Erly.B 7548_final_masked.jpg,C:\Greenscan project\dataset\tomato_Early blight\03b4571c-b1eb-4e2a-b372-307046913f50___RS_Erly.B 7548_final_masked.jpg,3a745f8a8a744bd5087f31f47ee6b58b4ed520da2211b666e8cc125827bd8240,256,256,False
tomato_Early blight,03b7a13c-f5c0-44c4-beed-443841670e9a___RS_Erly.B 8225.JPG,C:\Greenscan project\dataset\tomato_Early blight\03b7a13c-f5c0-44c4-beed-443841670e9a___RS_Erly.B 8225.JPG,89df094e148efce33a9bfa41cbd4407c44f807eacb0586e56b617e7d159210cf,256,256,False
tomato_Early blight,03b7a13c-f5c0-44c4-beed-443841670e9a___RS_Erly.B 8225_final_masked.jpg,C:\Greenscan project\dataset\tomato_Early blight\03b7a13c-f5c0-44c4-beed-443841670e9a___RS_Erly.B 8225_final_masked.jpg,dd68493b9944cdc6fe860623be4b816bf06c0992ded2aff45091bd72da3aad08,256,256,False
tomato_Early blight,0401adc0-0998-4d8e-90de-4eae8caf4248___RS_Erly.B 8446.JPG,C:\Greenscan project\dataset\tomato_Early blight\0401adc0-0998-4d8e-90de-4eae8caf4248___RS_Erly.B 8446.JPG,ffc090c36476d7af758c00e5c9251d7a655623980f307cccb7e23afe02eed8fb,256,256,False
tomato_Early blight,0401adc0-0998-4d8e-90de-4eae8caf4248___RS_Erly.B 8446_final_masked.jpg,C:\Greenscan project\dataset\tomato_Early blight\0401adc0-0998-4d8e-90de-4eae8caf4248___RS_Erly.B 8446_final_masked.jpg,71372565c760b87a3ac3ddb4b9d22f5ea005421934c4a72647cb7a1937004fea,256,256,False
tomato_Early blight,04747279-48b2-4ce1-932b-e511424beb6b___RS_Erly.B 8240.JPG,C:\Greenscan project\dataset\tomato_Early blight\04747279-48b2-4ce1-932b-e511424beb6b___RS_Erly.B 8240.JPG,6d212f360c48da8c6f6563291b60e60bd5c215f981320adde51c6bf6bdddb855,256,256,False
tomato_Early blight,04747279-48b2-4ce1-932b-e511424beb6b___RS_Erly.B 8240_final_masked.jpg,C:\Greenscan project\dataset\tomato_Early blight\04747279-48b2-4ce1-932b-e511424beb6b___RS_Erly.B 8240_final_masked.jpg,294f03049d149e43d8ba238393a51c8e00976050d42ae11f7ea52ed79b640560,256,256,False
tomato_Early blight,04ddbde3-d33c-42bf-b849-dad24d64fd6f___RS_Erly.B 7664.JPG,C:\Greenscan project\dataset\tomato_Early blight\04ddbde3-d33c-42bf-b849-dad24d64fd6f___RS_Erly.B 7664.JPG,38093b22f698ad2707c507a8d446ac95d18f553dcec85201d567bd8c642cd65f,256,256,False
tomato_Early blight,04ddbde3-d33c-42bf-b849-dad24d64fd6f___RS_Erly.B 7664_final_masked.jpg,C:\Greenscan project\dataset\tomato_Early blight\04ddbde3-d33c-42bf-b849-dad24d64fd6f___RS_Erly.B 7664_final_masked.jpg,98ff1bed6fe26de2b70d15384f7366bc4cbd5a970a75c7ab66c9c622b5530962,256,256,False
tomato_Early blight,04e38351-80bc-4260-8a4d-187f7817c3e5___RS_Erly.B 7439.JPG,C:\Greenscan project\dataset\tomato_Early blight\04e38351-80bc-4260-8a4d-187f7817c3e5___RS_Erly.B 7439.JPG,430d3d965dd221b0441861a15aa1c1a1979dcd24eb75d44a40d668c5b8e54738,256,256,False
tomato_Early blight,04e38351-80bc-4260-8a4d-187f7817c3e5___RS_Erly.B 7439_final_masked.jpg,C:\Greenscan project\dataset\tomato_Early blight\04e38351-80bc-4260-8a4d-187f7817c3e5___RS_Erly.B 7439_final_masked.jpg,d8141f4bf7f68af8032596c6b3bdd5148c002ec673361fa6990d2515f6ff1378,256,256,False
tomato_Early blight,055ae8d8-09e1-4b27-b385-9ff8a3e0eaae___RS_Erly.B 8247.JPG,C:\Greenscan project\dataset\tomato_Early blight\055ae8d8-09e1-4b27-b385-9ff8a3e0eaae___RS_Erly.B 8247.JPG,d9b6e6a906f843d3fd5a825ecd6091284cc307cb071051c13e85ff3d9ce9c30d,256,256,False
tomato_Early blight,055ae8d8-09e1-4b27-b385-9ff8a3e0eaae___RS_Erly.B 8247_final_masked.jpg,C:\Greenscan project\dataset\tomato_Early blight\055ae8d8-09e1-4b27-b385-9ff8a3e0eaae___RS_Erly.B 8247_final_masked.jpg,cba0e9bd145bdf0b3cedd5a03f6b6d5e91cd173bf4365046dd931dc3dc71c537,256,256,False
tomato_Early blight,05fab431-cc13-4d6d-b4e1-912e0059c7c1___RS_Erly.B 8349.JPG,C:\Greenscan project\dataset\tomato_Early blight\05fab431-cc13-4d6d-b4e1-912e0059c7c1___RS_Erly.B 8349.JPG,b1f05921191310b3057b7fb77f6dbe07bb4513ceb1b857f73b42cf196b1bf52d,256,256,False
tomato_Early blight,05fab431-cc13-4d6d-b4e1-912e0059c7c1___RS_Erly.B 8349_final_masked.jpg,C:\Greenscan project\dataset\tomato_Early blight\05fab431-cc13-4d6d-b4e1-912e0059c7c1___RS_Erly.B 8349_final_masked.jpg,4f621c04af3a8852059c4bc2a31deae85e42abd2cfe5da414983f1b862d2c967,256,256,False
tomato_Early blight,0621aab4-b9fd-4012-b0a6-ba72e63cd87d___RS_Erly.B 8220.JPG,C:\Greenscan project\dataset\tomato_Early blight\0621aab4-b9fd-4012-b0a6-ba72e63cd87d___RS_Erly.B 8220.JPG,5cbaba79a6b99f72c51ac1828fbd341b1f91e84e632441ff033c4f96f067702f,256,256,False
tomato_Early blight,0621aab4-b9fd-4012-b0a6-ba72e63cd87d___RS_Erly.B 8220_final_masked.jpg,C:\Greenscan project\dataset\tomato_Early blight\0621aab4-b9fd-4012-b0a6-ba72e63cd87d___RS_Erly.B 8220_final_masked.jpg,8b8d6e493d049277ce2fae259744894b5047ae2ef97d4b00b6689a2ef575b8ef,256,256,False
tomato_Early blight,06339fe1-154f-4bcb-be91-a29e86e25929___RS_Erly.B 7440.JPG,C:\Greenscan project\dataset\tomato_Early blight\06339fe1-154f-4bcb-be91-a29e86e25929___RS_Erly.B 7440.JPG,7e82be314a6dc9b5d49884d0127e20f6932d095503b6222a720bcc181316cb2b,256,256,False
tomato_Early blight,06339fe1-154f-4bcb-be91-a29e86e25929___RS_Erly.B 7440_final_masked.jpg,C:\Greenscan project\dataset\tomato_Early blight\06339fe1-154f-4bcb-be91-a29e86e25929___RS_Erly.B 7440_final_masked.jpg,cac36db8552028be15a4fd0138ccd001f117b088ecd830b0bfecbca5792326fc,256,256,False
tomato_Early blight,06d0298e-18e5-4bf5-8d33-8feef6600f15___RS_Erly.B 7573.JPG,C:\Greenscan project\dataset\tomato_Early blight\06d0298e-18e5-4bf5-8d33-8feef6600f15___RS_Erly.B 7573.JPG,d387ea001c0bf07c37f6ac49d8c9e60554f1c90036a19cea8e0368bf7884f40f,256,256,False
tomato_Early blight,06d0298e-18e5-4bf5-8d33-8feef6600f15___RS_Erly.B 7573_final_masked.jpg,C:\Greenscan project\dataset\tomato_Early blight\06d0298e-18e5-4bf5-8d33-8feef6600f15___RS_Erly.B 7573_final_masked.jpg,6863c89e8b81ec9fa5f272a30e7d109f9f2d4c6a1e1568e7a54a59ce971aad3d,256,256,False
tomato_Early blight,06d6d114-8d26-43eb-b79f-44218bbfa0d1___RS_Erly.B 9441.JPG,C:\Greenscan project\dataset\tomato_Early blight\06d6d114-8d26-43eb-b79f-44218bbfa0d1___RS_Erly.B 9441.JPG,7bb0b772319d7cdee0faca47135e272d8ef93c9ee2a5e3c0d2987c2b87c1f706,256,256,False
tomato_Early blight,06d6d114-8d26-43eb-b79f-44218bbfa0d1___RS_Erly.B 9441_final_masked.jpg,C:\Greenscan project\dataset\tomato_Early blight\06d6d114-8d26-43eb-b79f-44218bbfa0d1___RS_Erly.B 9441_final_masked.jpg,d139df4135b28e3c9585936c16cc1f9b4e423aa865826370d41a80b0c320ddb7,256,256,False
tomato_Early blight,070679a9-27e1-4e6e-8072-29f3750d525b___RS_Erly.B 6439.JPG,C:\Greenscan project\dataset\tomato_Early blight\070679a9-27e1-4e6e-8072-29f3750d525b___RS_Erly.B 6439.JPG,07c8c1b6fee215f3ec31e265e3c6dd9710cdc88859d651f869946159cbfc93b9,256,256,False
tomato_Early blight,070679a9-27e1-4e6e-8072-29f3750d525b___RS_Erly.B 6439_final_masked.jpg,C:\Greenscan project\dataset\tomato_Early blight\070679a9-27e1-4e6e-8072-29f3750d525b___RS_Erly.B 6439_final_masked.jpg,5c7c1f0841a59a6e45703ce3b65c042e5887af7a7a93a54caa4f575bc4efc6cf,256,256,False
tomato_Early blight,072ae43a-416b-434a-a5a2-1b48bc47fada___RS_Erly.B 7472.JPG,C:\Greenscan project\dataset\tomato_Early blight\072ae43a-416b-434a-a5a2-1b48bc47fada___RS_Erly.B 7472.JPG,f6852ee2bb6e834a6874109c0bc4988bac5d7223a1a05f353dcb9dba1dc43e8d,256,256,False
tomato_Early blight,072ae43a-416b-434a-a5a2-1b48bc47fada___RS_Erly.B 7472_final_masked.jpg,C:\Greenscan project\dataset\tomato_Early blight\072ae43a-416b-434a-a5a2-1b48bc47fada___RS_Erly.B 7472_final_masked.jpg,4f6544aba142b2e915c35e39187ed5ebe887ac6e2286a6afe5449c2a77d1469c,256,256,False
tomato_Early blight,07324d80-17c5-4541-9702-62e9c744ac07___RS_Erly.B 7455.JPG,C:\Greenscan project\dataset\tomato_Early blight\07324d80-17c5-4541-9702-62e9c744ac07___RS_Erly.B 7455.JPG,7e63c1bf1f9a73e6daf98f844a17fbb9ef270aa1ed2724d12c9708954af437dd,256,256,False
tomato_Early blight,07324d80-17c5-4541-9702-62e9c744ac07___RS_Erly.B 7455_final_masked.jpg,C:\Greenscan project\dataset\tomato_Early blight\07324d80-17c5-4541-9702-62e9c744ac07___RS_Erly.B 7455_final_masked.jpg,b44a34aa2559c617b48061baecfb38c4d241d7314a6528877aca96be9c0dc377,256,256,False
tomato_Early blight,07409e2c-a730-4b11-b25e-31025bd63a91___RS_Erly.B 9578.JPG,C:\Greenscan project\dataset\tomato_Early blight\07409e2c-a730-4b11-b25e-31025bd63a91___RS_Erly.B 9578.JPG,11751e71eb7dcbf0420787c0fda6624c3988a241358ff8432d44f0ece7f56e94,256,256,False
tomato_Early blight,07409e2c-a730-4b11-b25e-31025bd63a91___RS_Erly.B 9578_final_masked.jpg,C:\Greenscan project\dataset\tomato_Early blight\07409e2c-a730-4b11-b25e-31025bd63a91___RS_Erly.B 9578_final_masked.jpg,d4b1885818cfbbbfa910bff08d253c23c526361570158ad092ddae617131f91f,256,256,False
tomato_Early blight,074bc781-f586-46b0-bef5-0237e3bf5043___RS_Erly.B 8375.JPG,C:\Greenscan project\dataset\tomato_Early blight\074bc781-f586-46b0-bef5-0237e3bf5043___RS_Erly.B 8375.JPG,9a445d2012e007074fb1cd79e3e9c2163452ef85aa852d1de04982aeb6d2eff7,256,256,False
tomato_Early blight,074bc781-f586-46b0-bef5-0237e3bf5043___RS_Erly.B 8375_final_masked.jpg,C:\Greenscan project\dataset\tomato_Early blight\074bc781-f586-46b0-bef5-0237e3bf5043___RS_Erly.B 8375_final_masked.jpg,2afe1a25124f2f39d8cc089d1fca2bbf08434e138842ab5c0d6d7ff8941ff9d1,256,256,False
tomato_Early blight,07502bbb-1733-4d49-a3dc-557b1d4391da___RS_Erly.B 7516.JPG,C:\Greenscan project\dataset\tomato_Early blight\07502bbb-1733-4d49-a3dc-557b1d4391da___RS_Erly.B 7516.JPG,4507bd46317002c2d183d86b10445b0a7f2c5b5a973873aaf0078d7bd77a496c,256,256,False
tomato_Early blight,07502bbb-1733-4d49-a3dc-557b1d4391da___RS_Erly.B 7516_final_masked.jpg,C:\Greenscan project\dataset\tomato_Early blight\07502bbb-1733-4d49-a3dc-557b1d4391da___RS_Erly.B 7516_final_masked.jpg,5a6640b0a3dbf433067b8eab93dbaaef72310361ffcbd6f775304ed9545be99b,256,256,False
tomato_Early blight,079e0d43-e9d2-4217-b8e8-2f3b989cdab2___RS_Erly.B 7588.JPG,C:\Greenscan project\dataset\tomato_Early blight\079e0d43-e9d2-4217-b8e8-2f3b989cdab2___RS_Erly.B 7588.JPG,4461e4ca740b332e596f2d72795d065192f93ed4404725e7298b7aba32347181,256,256,False
tomato_Early blight,079e0d43-e9d2-4217-b8e8-2f3b989cdab2___RS_Erly.B 7588_final_masked.jpg,C:\Greenscan project\dataset\tomato_Early blight\079e0d43-e9d2-4217-b8e8-2f3b989cdab2___RS_Erly.B 7588_final_masked.jpg,ab0871445a8cdb6eeab17e01a1ed5c5b21b3717fc6daae3756f9eb49bdda32b0,256,256,False
tomato_Early blight,08615b7d-eca7-487e-a9ea-07842ecf81e8___RS_Erly.B 7543.JPG,C:\Greenscan project\dataset\tomato_Early blight\08615b7d-eca7-487e-a9ea-07842ecf81e8___RS_Erly.B 7543.JPG,4af0d0fcec85a266648273f48a83382b3f4a1da9df304450b261023588eb0abe,256,256,False
tomato_Early blight,08615b7d-eca7-487e-a9ea-07842ecf81e8___RS_Erly.B 7543_final_masked.jpg,C:\Greenscan project\dataset\tomato_Early blight\08615b7d-eca7-487e-a9ea-07842ecf81e8___RS_Erly.B 7543_final_masked.jpg,63808cddb70eeb9e387eb4dff6295e919c4bcaba164c4b33a1184f52230b8d86,256,256,False
tomato_Early blight,089243e5-f319-4ed2-b10c-603328ff4143___RS_Erly.B 9428.JPG,C:\Greenscan project\dataset\tomato_Early blight\089243e5-f319-4ed2-b10c-603328ff4143___RS_Erly.B 9428.JPG,1c4021e49e7fecbcfa63dfb837f19df0a77c4893ef3f0c3ede41b70823173bb4,256,256,False
tomato_Early blight,089243e5-f319-4ed2-b10c-603328ff4143___RS_Erly.B 9428_final_masked.jpg,C:\Greenscan project\dataset\tomato_Early blight\089243e5-f319-4ed2-b10c-603328ff4143___RS_Erly.B 9428_final_masked.jpg,738ff0e4428df2135e225462acf7823fd3193a2963853f8f6bf27b99669afc3b,256,256,False
tomato_Early blight,08fe6531-bb66-4e0a-98b3-4b86a794f9f9___RS_Erly.B 7483.JPG,C:\Greenscan project\dataset\tomato_Early blight\08fe6531-bb66-4e0a-98b3-4b86a794f9f9___RS_Erly.B 7483.JPG,e8ef414fdc716aa1d2b2c800b1dc0bc28d37a1a59866a3885e5d7b91795fe234,256,256,False
tomato_Early blight,08fe6531-bb66-4e0a-98b3-4b86a794f9f9___RS_Erly.B 7483_final_masked.jpg,C:\Greenscan project\dataset\tomato_Early blight\08fe6531-bb66-4e0a-98b3-4b86a794f9f9___RS_Erly.B 7483_final_masked.jpg,c79b74d2d2fe5a1bdaadb5535baeb5da983708dbe489234ba692bed92e8f6298,256,256,False
tomato_Early blight,090af0e4-75f2-495a-8bca-a3370c6dd2a6___RS_Erly.B 9562.JPG,C:\Greenscan project\dataset\tomato_Early blight\090af0e4-75f2-495a-8bca-a3370c6dd2a6___RS_Erly.B 9562.JPG,bcddda7fc1e2073ea641d35efea12ae980d75f3287a7774151436426b4066033,256,256,False
tomato_Early blight,090af0e4-75f2-495a-8bca-a3370c6dd2a6___RS_Erly.B 9562_final_masked.jpg,C:\Greenscan project\dataset\tomato_Early blight\090af0e4-75f2-495a-8bca-a3370c6dd2a6___RS_Erly.B 9562_final_masked.jpg,b8191a7d71859a700def42d503f8e01e202e5a3b89023e71c5ffcc938b4fb259,256,256,False
tomato_Early blight,0982d864-182e-4d36-959a-dcc67d85d9e6___RS_Erly.B 9481.JPG,C:\Greenscan project\dataset\tomato_Early blight\0982d864-182e-4d36-959a-dcc67d85d9e6___RS_Erly.B 9481.JPG,c2e489ab5dbeb63096e293a50ed05b3ed8111f8cddf456abba85de90cd43ae0e,256,256,False
tomato_Early blight,0982d864-182e-4d36-959a-dcc67d85d9e6___RS_Erly.B 9481_final_masked.jpg,C:\Greenscan project\dataset\tomato_Early blight\0982d864-182e-4d36-959a-dcc67d85d9e6___RS_Erly.B 9481_final_masked.jpg,e36456bc2260624ca64311861e4134e540104b6123e440cbc9d48ca8241e0a04,256,256,False
tomato_Early blight,0a2726e0-3358-4a46-b6dc-563a5a9f2bdf___RS_Erly.B 7860.JPG,C:\Greenscan project\dataset\tomato_Early blight\0a2726e0-3358-4a46-b6dc-563a5a9f2bdf___RS_Erly.B 7860.JPG,9f03019d5fba731081343778052675091701644d17ecd1c5f6369395d4a35911,256,256,False
tomato_Early blight,0a2726e0-3358-4a46-b6dc-563a5a9f2bdf___RS_Erly.B 7860_final_masked.jpg,C:\Greenscan project\dataset\tomato_Early blight\0a2726e0-3358-4a46-b6dc-563a5a9f2bdf___RS_Erly.B 7860_final_masked.jpg,6206c54e9ef47c302750f2b18951eddbad2a3bdc245cbf386e79f7a37a7a0779,256,256,False
tomato_Early blight,0abc57ec-7f3b-482a-8579-21f3b2fb780b___RS_Erly.B 7609.JPG,C:\Greenscan project\dataset\tomato_Early blight\0abc57ec-7f3b-482a-8579-21f3b2fb780b___RS_Erly.B 7609.JPG,6298a503cb3d9e5e1d31bfd8c6f59dac37550070f9c313aa7e58f5dc592b744a,256,256,False
tomato_Early blight,0abc57ec-7f3b-482a-8579-21f3b2fb780b___RS_Erly.B 7609_final_masked.jpg,C:\Greenscan project\dataset\tomato_Early blight\0abc57ec-7f3b-482a-8579-21f3b2fb780b___RS_Erly.B 7609_final_masked.jpg,6231512cf7f744e35967ee02ca9cd8325dbc7b91af470511f621b4ed0ce9573b,256,256,False
tomato_Early blight,0ae44a6c-1213-4312-a11b-c7c5d4e585d0___RS_Erly.B 9442.JPG,C:\Greenscan project\dataset\tomato_Early blight\0ae44a6c-1213-4312-a11b-c7c5d4e585d0___RS_Erly.B 9442.JPG,776ab122d17e54f2a662d8449f42bed2806e94e9c6a690c3c7a56ca6c4e20664,256,256,False
tomato_Early blight,0ae44a6c-1213-4312-a11b-c7c5d4e585d0___RS_Erly.B 9442_final_masked.jpg,C:\Greenscan project\dataset\tomato_Early blight\0ae44a6c-1213-4312-a11b-c7c5d4e585d0___RS_Erly.B 9442_final_masked.jpg,5646e3caf97448b9da80933b5ccf3ceae17959dbd5c3b228ab2201d614f3cd95,256,256,False
tomato_Early blight,0b494c44-8cd0-4491-bdfd-8a354209c3ae___RS_Erly.B 9561.JPG,C:\Greenscan project\dataset\tomato_Early blight\0b494c44-8cd0-4491-bdfd-8a354209c3ae___RS_Erly.B 9561.JPG,f742c5b34eeb9f083e8822ed4920e7ea90d941ed5b4820077b4ab0ddda4b4ca7,256,256,False
tomato_Early blight,0b494c44-8cd0-4491-bdfd-8a354209c3ae___RS_Erly.B 9561_final_masked.jpg,C:\Greenscan project\dataset\tomato_Early blight\0b494c44-8cd0-4491-bdfd-8a354209c3ae___RS_Erly.B 9561_final_masked.jpg,1e6b7368dc0e36d5e92e25767703b1b04f577e5f327b94788d52fe536a13f377,256,256,False
tomato_Early blight,0ba3d536-8732-4ea1-b3e1-a1be86e5dc6a___RS_Erly.B 9499.JPG,C:\Greenscan project\dataset\tomato_Early blight\0ba3d536-8732-4ea1-b3e1-a1be86e5dc6a___RS_Erly.B 9499.JPG,8d7fdd664972277f88f31525060168d19eed84bc700dc06552080fa01ef168ed,256,256,False
