filename,filepath,class,physical_leaf_id,split,sha256,is_exact_duplicate,duplicate_group_id,pred_class,pred_index,true_index,confidence,is_correct,prob_tomato_Early blight,prob_tomato_Late blight,prob_tomato_healthy
99baac4a-7079-4c68-b2bf-c9cf123ddffc___RS_Erly.B 7619_final_masked.jpg,C:\Greenscan project\dataset\tomato_Early blight\99baac4a-7079-4c68-b2bf-c9cf123ddffc___RS_Erly.B 7619_final_masked.jpg,tomato_Early blight,RS_Erly.B 7619,test,aa5208a41bbc02f6661a9104d271267a7b65b16aa1f6db84306453245a9175da,False,,tomato_Late blight,1,0,0.9594788,False,0.040521022,0.9594788,1.7032454e-07
f525cb66-09b6-4f96-93dd-d6bc936f5645___RS_Erly.B 7700_final_masked.jpg,C:\Greenscan project\dataset\tomato_Early blight\f525cb66-09b6-4f96-93dd-d6bc936f5645___RS_Erly.B 7700_final_masked.jpg,tomato_Early blight,RS_Erly.B 7700,test,8dd596f39e6647b484ce9e665e614466917a27ba484e7122fa4d2cbe2a2b5ad0,False,,tomato_healthy,2,0,0.50622296,False,0.27786928,0.21590768,0.50622296
48dd3efc-400d-4b81-a569-13a51083df58___RS_Erly.B 7718.JPG,C:\Greenscan project\dataset\tomato_Early blight\48dd3efc-400d-4b81-a569-13a51083df58___RS_Erly.B 7718.JPG,tomato_Early blight,RS_Erly.B 7718,test,6f319beb0d6b35b42facfd45752117127c1ff7ab54b5c4c8922856720cba8d0f,False,,tomato_healthy,2,0,0.56835896,False,0.4204369,0.01120413,0.56835896
535c3c4f-c082-4dd7-a98b-2e16cb377d89___RS_Erly.B 7770.JPG,C:\Greenscan project\dataset\tomato_Early blight\535c3c4f-c082-4dd7-a98b-2e16cb377d89___RS_Erly.B 7770.JPG,tomato_Early blight,RS_Erly.B 7770,test,4c16c0c8b1d52471457a96ade038b6f50f0461ee5f8cbb91387b5f20bfd376c1,False,,tomato_Late blight,1,0,0.77695173,False,0.22304694,0.77695173,1.3443596e-06
5870b25f-914c-4dae-aaf5-88d48cb90803___RS_Erly.B 7774.JPG,C:\Greenscan project\dataset\tomato_Early blight\5870b25f-914c-4dae-aaf5-88d48cb90803___RS_Erly.B 7774.JPG,tomato_Early blight,RS_Erly.B 7774,test,efe5af769784cca7a059f39fd43d2f1a6b8147b709ed0eabe03175ee49b3ce4e,False,,tomato_Late blight,1,0,0.97790396,False,0.022061124,0.97790396,3.4929773e-05
8ed69ac4-4692-4154-a484-8a693ff7de64___RS_Erly.B 7775.JPG,C:\Greenscan project\dataset\tomato_Early blight\8ed69ac4-4692-4154-a484-8a693ff7de64___RS_Erly.B 7775.JPG,tomato_Early blight,RS_Erly.B 7775,test,075d49638b109713c83814490f56a3826388bec34ad29007c1a55c89baa84c1e,False,,tomato_Late blight,1,0,0.5616175,False,0.43692064,0.5616175,0.0014618875
d44e75f7-59ac-4296-ac62-893125ddf04e___RS_Erly.B 7856_final_masked.jpg,C:\Greenscan project\dataset\tomato_Early blight\d44e75f7-59ac-4296-ac62-893125ddf04e___RS_Erly.B 7856_final_masked.jpg,tomato_Early blight,RS_Erly.B 7856,test,590d4be6193bac5e94c40e412358213fbc72c4df27a137ea85da694b7e07e151,False,,tomato_Late blight,1,0,0.9781188,False,0.02187671,0.9781188,4.5351317e-06
f64da90c-b9ca-4453-896f-4cd9e358c24a___RS_Erly.B 8223_final_masked.jpg,C:\Greenscan project\dataset\tomato_Early blight\f64da90c-b9ca-4453-896f-4cd9e358c24a___RS_Erly.B 8223_final_masked.jpg,tomato_Early blight,RS_Erly.B 8223,test,c8d50be18ad3516b5bf6e79d5fad188d3126070887ce5aab7a7865be8c69d548,False,,tomato_Late blight,1,0,0.94554645,False,0.05445363,0.94554645,7.657671e-10
8c757ec5-a977-412f-bf8e-208fefc79063___RS_Erly.B 9504.JPG,C:\Greenscan project\dataset\tomato_Early blight\8c757ec5-a977-412f-bf8e-208fefc79063___RS_Erly.B 9504.JPG,tomato_Early blight,RS_Erly.B 9504,test,c7f3c6c3fc516a4f8d273cae4f0fd45b4cf92068e31dab5bba673f9875e834b5,False,,tomato_Late blight,1,0,0.7220958,False,0.27743733,0.7220958,0.00046683362
90b9c783-480b-4f9b-a97a-d632f60a8f24___RS_Erly.B 9566.JPG,C:\Greenscan project\dataset\tomato_Early blight\90b9c783-480b-4f9b-a97a-d632f60a8f24___RS_Erly.B 9566.JPG,tomato_Early blight,RS_Erly.B 9566,test,5463f8e35b0b94607d3ad21b98501942f30bd1343a5acb44c52caed47555ef73,False,,tomato_Late blight,1,0,0.5321667,False,0.39841908,0.5321667,0.069414206
90b9c783-480b-4f9b-a97a-d632f60a8f24___RS_Erly.B 9566_final_masked.jpg,C:\Greenscan project\dataset\tomato_Early blight\90b9c783-480b-4f9b-a97a-d632f60a8f24___RS_Erly.B 9566_final_masked.jpg,tomato_Early blight,RS_Erly.B 9566,test,b8b98ec3730c2fb65324343ec7b3a011198d71d94fbce7584c9c729087bca76b,False,,tomato_Late blight,1,0,0.5244467,False,0.47426152,0.5244467,0.0012917306
b63549aa-e944-482e-9329-3b1fb95f92c8___RS_Erly.B 9597_final_masked.jpg,C:\Greenscan project\dataset\tomato_Early blight\b63549aa-e944-482e-9329-3b1fb95f92c8___RS_Erly.B 9597_final_masked.jpg,tomato_Early blight,RS_Erly.B 9597,test,59ace751def42b56bd1e960280f494700bc0bddd857be6bab88b9dfcdfb03bb7,False,,tomato_Late blight,1,0,0.53027016,False,0.4690553,0.53027016,0.00067459187
48160d05-d3e5-44bb-810e-18d08407b529___RS_Erly.B 9606_final_masked.jpg,C:\Greenscan project\dataset\tomato_Early blight\48160d05-d3e5-44bb-810e-18d08407b529___RS_Erly.B 9606_final_masked.jpg,tomato_Early blight,RS_Erly.B 9606,test,171c6dc648f86ea1a959c262011d9dc09adf8b5a78a244bb2eb3e01a9cd78c15,False,,tomato_Late blight,1,0,0.6037993,False,0.39620075,0.6037993,7.872472e-09
31df9041-c8b0-4ebb-93f7-cdac5338723b___GHLB Leaf 3.1 Day 1_final_masked.jpg,C:\Greenscan project\dataset\tomato_Late blight\31df9041-c8b0-4ebb-93f7-cdac5338723b___GHLB Leaf 3.1 Day 1_final_masked.jpg,tomato_Late blight,GHLB Leaf 3.1,test,c9503e637c0e84444dd88f05d7de79e09a74a7f7619353f6bca912807374746d,False,,tomato_Early blight,0,1,0.41779914,False,0.41779914,0.25932083,0.32288006
814df7b9-2950-4628-a03c-bfae17a4f0a8___GHLB2 Leaf 146.1_final_masked.jpg,C:\Greenscan project\dataset\tomato_Late blight\814df7b9-2950-4628-a03c-bfae17a4f0a8___GHLB2 Leaf 146.1_final_masked.jpg,tomato_Late blight,GHLB2 Leaf 146.1,test,a4a05545fb047ca94b529890aa8d807dcffbdde775cea80e9a0bdcea22a654dd,False,,tomato_healthy,2,1,0.89937216,False,0.027893005,0.072734796,0.89937216
08816f81-65f4-4372-84e8-d27b67a193d5___GHLB2 Leaf 152.JPG,C:\Greenscan project\dataset\tomato_Late blight\08816f81-65f4-4372-84e8-d27b67a193d5___GHLB2 Leaf 152.JPG,tomato_Late blight,GHLB2 Leaf 152,test,267064919901644736cf3df333325dd77d8dbe781a99e548e156e865553c4a22,False,,tomato_Early blight,0,1,0.6087478,False,0.6087478,0.3898639,0.001388222
08816f81-65f4-4372-84e8-d27b67a193d5___GHLB2 Leaf 152_final_masked.jpg,C:\Greenscan project\dataset\tomato_Late blight\08816f81-65f4-4372-84e8-d27b67a193d5___GHLB2 Leaf 152_final_masked.jpg,tomato_Late blight,GHLB2 Leaf 152,test,a31188079694be866cfd93af493d97bb4d2aae88841c9173e4578ad30a441285,False,,tomato_Early blight,0,1,0.85004073,False,0.85004073,0.11037225,0.03958708
25bfd51b-6db7-42a5-9990-992f52a0c836___GHLB2 Leaf 61_final_masked.jpg,C:\Greenscan project\dataset\tomato_Late blight\25bfd51b-6db7-42a5-9990-992f52a0c836___GHLB2 Leaf 61_final_masked.jpg,tomato_Late blight,GHLB2 Leaf 61,test,509e5d09993754b8c23a06583a0a45897894a38e3721d5ef067aa68b13743689,False,,tomato_Early blight,0,1,0.5842462,False,0.5842462,0.4134658,0.002288073
26c09416-7271-4262-9ddc-fb741bedce05___GHLB2 Leaf 97.1_final_masked.jpg,C:\Greenscan project\dataset\tomato_Late blight\26c09416-7271-4262-9ddc-fb741bedce05___GHLB2 Leaf 97.1_final_masked.jpg,tomato_Late blight,GHLB2 Leaf 97.1,test,454d37534e1e518460f0247d59d1ba58c6d34359861dead3167c1c2cdae2ec84,False,,tomato_healthy,2,1,0.81737673,False,0.00030772373,0.18231562,0.81737673
9b4df340-b1bf-4294-a275-1bc0d9b64ff6___GHLB2ES Leaf 138.1_final_masked.jpg,C:\Greenscan project\dataset\tomato_Late blight\9b4df340-b1bf-4294-a275-1bc0d9b64ff6___GHLB2ES Leaf 138.1_final_masked.jpg,tomato_Late blight,GHLB2ES Leaf 138.1,test,77e2a4ae4801ec482a11e5f2f60b1fca504e5d945e3643719cd291c462d70c39,False,,tomato_healthy,2,1,0.87630296,False,0.0916883,0.032008782,0.87630296
09590524-981f-4dc5-b6e3-5225a0c48019___GHLB2ES Leaf 140_final_masked.jpg,C:\Greenscan project\dataset\tomato_Late blight\09590524-981f-4dc5-b6e3-5225a0c48019___GHLB2ES Leaf 140_final_masked.jpg,tomato_Late blight,GHLB2ES Leaf 140,test,2f4de93a86987dfc1ede57e726e6dadb04ce2392b1703e8066bf89d3867b099b,False,,tomato_healthy,2,1,0.6848731,False,0.016836632,0.29829022,0.6848731
10019e40-277e-4d69-8dee-8c034a3752a1___GHLB2ES Leaf 62_final_masked.jpg,C:\Greenscan project\dataset\tomato_Late blight\10019e40-277e-4d69-8dee-8c034a3752a1___GHLB2ES Leaf 62_final_masked.jpg,tomato_Late blight,GHLB2ES Leaf 62,test,903028c582a3e57fb33136e3d59d83b7d4acf5f4becb8726d3c7fecf0188bd52,False,,tomato_healthy,2,1,0.98054916,False,0.018543161,0.00090765953,0.98054916
d674cbf6-0cdc-407a-97ea-c3f53f2c51e4___GH_HL Leaf 170_final_masked.jpg,C:\Greenscan project\dataset\tomato_Late blight\d674cbf6-0cdc-407a-97ea-c3f53f2c51e4___GH_HL Leaf 170_final_masked.jpg,tomato_Late blight,GH_HL Leaf 170,test,47daa4012526c5720237b8572adec2cc380026a6fff6cb5fb0d9e11dfc55b2a0,False,,tomato_healthy,2,1,0.992149,False,0.0010239219,0.006827138,0.992149
ba98d073-d05a-4dfd-ae35-3f1fda2c3110___RS_Late.B 4843_final_masked.jpg,C:\Greenscan project\dataset\tomato_Late blight\ba98d073-d05a-4dfd-ae35-3f1fda2c3110___RS_Late.B 4843_final_masked.jpg,tomato_Late blight,RS_Late.B 4843,test,d39aae1789a384e7d71c9c2b1eb6f2070759014b00b737b5f2ffd4f9f456a7ba,False,,tomato_Early blight,0,1,0.5238073,False,0.5238073,0.47334775,0.0028449765
7a48f790-80f5-4d75-bd49-3c42e8c92fb6___RS_Late.B 4844_final_masked.jpg,C:\Greenscan project\dataset\tomato_Late blight\7a48f790-80f5-4d75-bd49-3c42e8c92fb6___RS_Late.B 4844_final_masked.jpg,tomato_Late blight,RS_Late.B 4844,test,69ca60c980c17a09642d912f0ea86ed0d659925bdc0cc2147fbd350050316fea,False,,tomato_healthy,2,1,0.86533207,False,0.10167187,0.03299604,0.86533207
c2807026-8e9e-4710-b475-5411a3c69d68___RS_Late.B 4853_final_masked.jpg,C:\Greenscan project\dataset\tomato_Late blight\c2807026-8e9e-4710-b475-5411a3c69d68___RS_Late.B 4853_final_masked.jpg,tomato_Late blight,RS_Late.B 4853,test,5b5219eda33b8a3b6c17b1b031f9566decbac72396feff57feca5c861c05dbce,False,,tomato_Early blight,0,1,0.6264825,False,0.6264825,0.3734923,2.5263898e-05
8fa3a59d-3e37-4b30-bdf7-35979c324626___RS_Late.B 4907_final_masked.jpg,C:\Greenscan project\dataset\tomato_Late blight\8fa3a59d-3e37-4b30-bdf7-35979c324626___RS_Late.B 4907_final_masked.jpg,tomato_Late blight,RS_Late.B 4907,test,ab948878ba6070e4b4de1fd199b1b166d9b5b19cd1e22a5c3377f0401644787b,False,,tomato_Early blight,0,1,0.9897193,False,0.9897193,0.009984073,0.00029669708
8dff4125-96c2-44fc-bd3f-734fa57621ba___RS_Late.B 5025_final_masked.jpg,C:\Greenscan project\dataset\tomato_Late blight\8dff4125-96c2-44fc-bd3f-734fa57621ba___RS_Late.B 5025_final_masked.jpg,tomato_Late blight,RS_Late.B 5025,test,670ab95ea7893432be6ec6e629faa3ed353a9a230c833ed539620f0a2a85cfb7,False,,tomato_Early blight,0,1,0.7714866,False,0.7714866,0.22736347,0.0011500155
e3c4a4e5-4ec3-404f-8dbd-7de9dd3f184a___RS_Late.B 5073_final_masked.jpg,C:\Greenscan project\dataset\tomato_Late blight\e3c4a4e5-4ec3-404f-8dbd-7de9dd3f184a___RS_Late.B 5073_final_masked.jpg,tomato_Late blight,RS_Late.B 5073,test,1bb1dcee52b72e2f099706773fcd9ef8ef635e2d3fc271b8ee04844d013cfa6c,False,,tomato_Early blight,0,1,0.6550481,False,0.6550481,0.32875556,0.01619633
240b17f3-2b2b-4ff4-add7-4ba2975f4837___RS_Late.B 5130_final_masked.jpg,C:\Greenscan project\dataset\tomato_Late blight\240b17f3-2b2b-4ff4-add7-4ba2975f4837___RS_Late.B 5130_final_masked.jpg,tomato_Late blight,RS_Late.B 5130,test,f84706d857b6bc6826654e2237acbe4763e1106ccb82b90d469d430df3706e24,False,,tomato_Early blight,0,1,0.51996124,False,0.51996124,0.4799987,4.0020554e-05
5c5a2e9e-e460-403e-9d8a-f961b1f10935___RS_Late.B 5133_final_masked.jpg,C:\Greenscan project\dataset\tomato_Late blight\5c5a2e9e-e460-403e-9d8a-f961b1f10935___RS_Late.B 5133_final_masked.jpg,tomato_Late blight,RS_Late.B 5133,test,4e68870ce3fb232ce2f8dd6eb2e0c512d70eea45876c2b53981c39da35b2246d,False,,tomato_Early blight,0,1,0.6418741,False,0.6418741,0.35812333,2.5993888e-06
df7775b2-73f3-4708-86d5-a56e2bbb3337___RS_Late.B 5378_final_masked.jpg,C:\Greenscan project\dataset\tomato_Late blight\df7775b2-73f3-4708-86d5-a56e2bbb3337___RS_Late.B 5378_final_masked.jpg,tomato_Late blight,RS_Late.B 5378,test,b938defaeb001def3d276041612678c65ee2f59e1b0858bb3f34aa94fdb72324,False,,tomato_Early blight,0,1,0.9387249,False,0.9387249,0.015799657,0.04547552
16064333-c2da-40e0-9f24-c709191e66b1___RS_Late.B 5421.JPG,C:\Greenscan project\dataset\tomato_Late blight\16064333-c2da-40e0-9f24-c709191e66b1___RS_Late.B 5421.JPG,tomato_Late blight,RS_Late.B 5421,test,92f32f5ab426c4fdac0f9ed6927e37d72658e1d668ea7efbcbad834d073d8ec8,False,,tomato_Early blight,0,1,0.5748296,False,0.5748296,0.42515942,1.0993751e-05
16064333-c2da-40e0-9f24-c709191e66b1___RS_Late.B 5421_final_masked.jpg,C:\Greenscan project\dataset\tomato_Late blight\16064333-c2da-40e0-9f24-c709191e66b1___RS_Late.B 5421_final_masked.jpg,tomato_Late blight,RS_Late.B 5421,test,11b3d282f25a833438a08b8cc445716232b37d077fa732162f5ffd8341ce2513,False,,tomato_Early blight,0,1,0.86874616,False,0.86874616,0.13125385,1.0958606e-08
dbb9fbf0-e196-4730-ac80-859b7dd74188___RS_Late.B 5498_final_masked.jpg,C:\Greenscan project\dataset\tomato_Late blight\dbb9fbf0-e196-4730-ac80-859b7dd74188___RS_Late.B 5498_final_masked.jpg,tomato_Late blight,RS_Late.B 5498,test,d51fcd17c8916da7c2f72ba1ba1db5a4e8f08659a545db8eb73c47ce3c7b4eaf,False,,tomato_Early blight,0,1,0.52210057,False,0.52210057,0.4776133,0.0002860464
cdeb7f9d-c0de-4fbd-95a5-fbaaa51460dd___RS_Late.B 5571_final_masked.jpg,C:\Greenscan project\dataset\tomato_Late blight\cdeb7f9d-c0de-4fbd-95a5-fbaaa51460dd___RS_Late.B 5571_final_masked.jpg,tomato_Late blight,RS_Late.B 5571,test,84a29fbf5486f493f6319551f267b7ba16b19895a576190dc1db6fb61d9a1527,False,,tomato_Early blight,0,1,0.7629141,False,0.7629141,0.23704639,3.9491002e-05
2edc83c5-b45e-4f4e-ba56-1ff26c33abea___RS_Late.B 5614_final_masked.jpg,C:\Greenscan project\dataset\tomato_Late blight\2edc83c5-b45e-4f4e-ba56-1ff26c33abea___RS_Late.B 5614_final_masked.jpg,tomato_Late blight,RS_Late.B 5614,test,cdfd493eb0cb789b296296fcefea9846984acd85a4bb71f2e4d1df0f89dcb031,False,,tomato_Early blight,0,1,0.9863369,False,0.9863369,0.013652841,1.0182295e-05
addfb0ca-2f18-4ed6-94e9-192ea15bf9e8___RS_Late.B 5616_final_masked.jpg,C:\Greenscan project\dataset\tomato_Late blight\addfb0ca-2f18-4ed6-94e9-192ea15bf9e8___RS_Late.B 5616_final_masked.jpg,tomato_Late blight,RS_Late.B 5616,test,cc6b846cb6b5bd1ad3a807a7a2b233bf1e09e77b3abc09652e5013c9f1290d1a,False,,tomato_Early blight,0,1,0.57067645,False,0.57067645,0.42912745,0.00019604144
07cca2ca-6b0f-4322-8779-beb94bc219b0___RS_Late.B 6037_final_masked.jpg,C:\Greenscan project\dataset\tomato_Late blight\07cca2ca-6b0f-4322-8779-beb94bc219b0___RS_Late.B 6037_final_masked.jpg,tomato_Late blight,RS_Late.B 6037,test,632634a148852ced870775e702b6bba45dc3b03d5bf48599936e6d8ef6ea43c3,False,,tomato_Early blight,0,1,0.5356289,False,0.5356289,0.46268785,0.0016831742
4c25c41d-6e73-46e6-bf17-f9571fa80733___RS_Late.B 6077.JPG,C:\Greenscan project\dataset\tomato_Late blight\4c25c41d-6e73-46e6-bf17-f9571fa80733___RS_Late.B 6077.JPG,tomato_Late blight,RS_Late.B 6077,test,0a3073892522c925cde3fc80bcee7a5d8617aaf893bf17a028390b58eceefaa0,False,,tomato_healthy,2,1,0.5105419,False,0.4672654,0.022192748,0.5105419
50dd04a3-18a8-4a34-bbba-5e6f851742f5___RS_Late.B 6141.JPG,C:\Greenscan project\dataset\tomato_Late blight\50dd04a3-18a8-4a34-bbba-5e6f851742f5___RS_Late.B 6141.JPG,tomato_Late blight,RS_Late.B 6141,test,ac798ed6b67f18023369a034474742ae32cacfdd87e240bccbd3b2356ea2de13,False,,tomato_Early blight,0,1,0.8660507,False,0.8660507,0.13273153,0.0012177004
50dd04a3-18a8-4a34-bbba-5e6f851742f5___RS_Late.B 6141_final_masked.jpg,C:\Greenscan project\dataset\tomato_Late blight\50dd04a3-18a8-4a34-bbba-5e6f851742f5___RS_Late.B 6141_final_masked.jpg,tomato_Late blight,RS_Late.B 6141,test,b1a787478f4f72e61fc3bc03a23e0046d3f716d75994e0bd9c81b6c29be06530,False,,tomato_Early blight,0,1,0.8823506,False,0.8823506,0.11542207,0.0022273136
5b71f955-289e-4279-896c-b79d69c8dd5e___RS_Late.B 6495_final_masked.jpg,C:\Greenscan project\dataset\tomato_Late blight\5b71f955-289e-4279-896c-b79d69c8dd5e___RS_Late.B 6495_final_masked.jpg,tomato_Late blight,RS_Late.B 6495,test,5c9c8f04bba3b11f2efbf9f29d2a8b100d4c16927bb129fcb477e6350ce4be42,False,,tomato_Early blight,0,1,0.9367165,False,0.9367165,0.06327736,6.1768824e-06
1847f41b-f412-46a2-90c1-21ba9aac6246___RS_Late.B 6816.JPG,C:\Greenscan project\dataset\tomato_Late blight\1847f41b-f412-46a2-90c1-21ba9aac6246___RS_Late.B 6816.JPG,tomato_Late blight,RS_Late.B 6816,test,e43a236d242a168cb7c1f812456296ac64b47595167f16a41d31864092414f78,False,,tomato_Early blight,0,1,0.50158805,False,0.50158805,0.49841028,1.6206674e-06
1847f41b-f412-46a2-90c1-21ba9aac6246___RS_Late.B 6816_final_masked.jpg,C:\Greenscan project\dataset\tomato_Late blight\1847f41b-f412-46a2-90c1-21ba9aac6246___RS_Late.B 6816_final_masked.jpg,tomato_Late blight,RS_Late.B 6816,test,54585857d65638d480e6682294fec26cfcbe93992f246ce9f4dbfbb2912014c2,False,,tomato_Early blight,0,1,0.7264482,False,0.7264482,0.2735415,1.03403545e-05
ee90e57e-7289-4dcd-af6f-a585d97628b7___RS_Late.B 7040_final_masked.jpg,C:\Greenscan project\dataset\tomato_Late blight\ee90e57e-7289-4dcd-af6f-a585d97628b7___RS_Late.B 7040_final_masked.jpg,tomato_Late blight,RS_Late.B 7040,test,21b39c2f080bcdeba9d026d6b7a2bc498fffe6b424e84b2f6099a58e15afef43,False,,tomato_Early blight,0,1,0.9856522,False,0.9856522,0.014305304,4.256015e-05
